CensusNo|Name|Address|Telephone|Province|District|Zone|Division
02282|D S SENANAYAKE  M V|BERUWALA|0342277386|Western|Kalutara|Kalutara|Beruwala
02283|KALUWAMODARA K V|KALUWAMODARA, ALUTHGAMA||Western|Kalutara|Kalutara|Beruwala
02284|KALAWILA  K V|KALAWILA, BERUWALA||Western|Kalutara|Kalutara|Beruwala
02285|KOSHENA K V|KOSHENA, PAYAGALA||Western|Kalutara|Kalutara|Beruwala
02286|PAYAGALA SAMUDRADEVI BALIKA VIDYALAYA|PINIDIYAMULLA, PAYAGALA|0343946434|Western|Kalutara|Kalutara|Beruwala
02287|PADAGODA M V|PADAGODA BERUWALA|0342291449|Western|Kalutara|Kalutara|Beruwala
02288|PALAYANGODA K.V|PALAYANGODA, PAYAGALA|0342234114|Western|Kalutara|Kalutara|Beruwala
02289|BADANAGO K.V|BADANAGODA, KALAVILA,BERUWALA|0343021189|Western|Kalutara|Kalutara|Beruwala
02291|ARIYAWANSHA M.V|BERUWALA|0342279592|Western|Kalutara|Kalutara|Beruwala
02292|BERUWALA BUDDIST P.V|MASSALA, BERUWALA||Western|Kalutara|Kalutara|Beruwala
02293|BERUWALA R.C.K.V.|POLKOTUWA,BERUWALA||Western|Kalutara|Kalutara|Beruwala
02296|MALEGODA K.V|PAYAGALA|0343743977|Western|Kalutara|Kalutara|Beruwala
02297|SRI SAMBUDDARAJA K.V|SCHOOL LANE, MAGGONA||Western|Kalutara|Kalutara|Beruwala
02298|ST. MARY'S K.V.|MAGGONA|0342278135|Western|Kalutara|Kalutara|Beruwala
02300|ST. VISENTHI VIDYALAYA|DIYALAGODA, MAGGONA||Western|Kalutara|Kalutara|Beruwala
02301|MAGALKANDA BAUDDHA K.V|MAGALKANDA, MAGGONA|0342278328|Western|Kalutara|Kalutara|Beruwala
02302|MUNHENA K V|MUNHENA, MAGGONA|0342298310|Western|Kalutara|Kalutara|Beruwala
02303|MORAGALLA K.V|MORAGALLA, BERUWALA|0344921584|Western|Kalutara|Kalutara|Beruwala
02304|WALATHARA K.V|WALATHARA, BERUWALA||Western|Kalutara|Kalutara|Beruwala
02305|HALKANDAWILA M.V|HALKANDAWILA, PAYAGALA|0343946314|Western|Kalutara|Kalutara|Beruwala
02320|MIHINDU M.M.V.|AGALAWATTA|0342248421|Western|Kalutara|Matugama|Agalawatta I
02321|ATHALE M.V.|GURULUBEDDA||Western|Kalutara|Matugama|Agalawatta II
02322|KAMBURAWALA M.V.|KAMBURAWALA, BADURALIYA|0342244011|Western|Kalutara|Matugama|Agalawatta II
02323|BELLANA M.V.|BELLANA|0343308170|Western|Kalutara|Matugama|Agalawatta I
02324|WEEDIYABANDARA M.V.|MORAPITIYA|0342246887|Western|Kalutara|Matugama|Agalawatta II
02325|PELENDA M.V.|PELENDA||Western|Kalutara|Matugama|Agalawatta I
02326|KAPUGEDARA K.V.|KAPUGEDARA, MOLKAWA||Western|Kalutara|Matugama|Agalawatta I
02327|KELINKANDA K.V.|KELINKANDA, AGALAWATTA||Western|Kalutara|Matugama|Agalawatta II
02328|KOSGULANA K.V.|KOSGULANA, MOLKAWA||Western|Kalutara|Matugama|Agalawatta I
02331|BADURALIYA K.V.|BADURALIYA|0343947974|Western|Kalutara|Matugama|Agalawatta II
02336|YATIYANA K.V.|YATIYANA, AGALAWATTA||Western|Kalutara|Matugama|Agalawatta I
02338|PAGNGNASENA K.V.|LATHPANDURA, BADURALIYA||Western|Kalutara|Matugama|Agalawatta II
02339|SRI SIDDHARTHA K.V.|LATHPANDURA, BADURALIYA||Western|Kalutara|Matugama|Agalawatta II
02340|HEDDIGALLE SRI WIPULASIRI K.V.|HEDIGALLA, GURULUBEDDA||Western|Kalutara|Matugama|Agalawatta II
02341|HEDIGALLA JANAPADA M.V.|BADURALIYA|0343942957|Western|Kalutara|Matugama|Agalawatta II
02344|INGURUDALUWA K.V.|HEDIGALLA JANAPADAYA, BADURALIYA|0343021057|Western|Kalutara|Matugama|Agalawatta II
02357|MERIL KARIYAWASAM M.M.V.|MEEGAHATENNA|0342284010|Western|Kalutara|Matugama|Walallawita
02358|COLVIN.R.DE.SILVA.M.V|ITHTHAPANA|0342274131|Western|Kalutara|Matugama|Walallawita
02359|WALALLAVITA M.V.|WALALLAVITA||Western|Kalutara|Matugama|Walallawita
02360|KEVITIYAGALA M.V.|KEVITIYAGALA, POLGAMPALA||Western|Kalutara|Matugama|Agalawatta I
02361|GAMMANA M.V.|GAMMANA YAGIRALA||Western|Kalutara|Matugama|Walallawita
02362|PAREIGAMA.M.V.|PAREIGAMA||Western|Kalutara|Matugama|Walallawita
02363|PELAWATTA M.V.|PELAWATTA|0342284220|Western|Kalutara|Matugama|Walallawita
02364|HALWALA C.W.W.KANNANGARA M.V.|HALAWALA  VIA  MATHUGAMA|0342290209|Western|Kalutara|Matugama|Walallawita
02366|IHALA HEWESSA K.V.|PITIGALA||Western|Kalutara|Matugama|Walallawita
02367|UDUGAMA.K.V.|YAGIRALA||Western|Kalutara|Matugama|Walallawita
02369|KURUPITA K.V.|KURUPITA, POLGAMPALA||Western|Kalutara|Matugama|Agalawatta I
02370|KITHULGODA K.V.|KITHUGODA, AGALAWATTA||Western|Kalutara|Matugama|Agalawatta I
02373|S.A. WELGAMA K.V.|DIYAPATHTHUGAMA, POLGAMPOLA||Western|Kalutara|Matugama|Agalawatta I
02376|GULANAWATTA K.V.|PELAWATTA TEA PROJECT MATHUGAMA||Western|Kalutara|Matugama|Walallawita
02378|MAHAKALUPAHANA K.V.|MAHAKALUPAHANA, MATHUGAMA||Western|Kalutara|Matugama|Agalawatta I
02379|MAGURAMASWILA K.V.|WALALLAWITA||Western|Kalutara|Matugama|Walallawita
02380|MAKALANDAWA K.V.|WALALLAWITA||Western|Kalutara|Matugama|Walallawita
02381|MIRISWATTA M.V.|PELAWATHTHA|0343304292|Western|Kalutara|Matugama|Walallawita
02383|LIHINIYAWA K.V.|MEEGHATENNA||Western|Kalutara|Matugama|Walallawita
02384|HEWESSA K.V.|PAHALA HEWESSA||Western|Kalutara|Matugama|Walallawita
02385|RATHMALE K.V.|RATHMALE, POLGAMPOLA||Western|Kalutara|Matugama|Agalawatta I
02386|THINIYAWALA M.V.|THINIYAWALA, VIA MATUGAMA||Western|Kalutara|Matugama|Agalawatta I
02402|YATTAPATHA K.V.|YATTAPATHA||Western|Kalutara|Matugama|Walallawita
02404|DIKHENA K.V.|HEDIGALLA COLONY, BADURALIYA|0345717515|Western|Kalutara|Matugama|Agalawatta II
02405|ALUTHGAMWEEDIYA M.B.V.|MARIKKAR STREET, DHARGA TOWN|0342272440|Western|Kalutara|Kalutara|Beruwala
02406|AL-HUMAISARA N.S.|CHINAFORT, BERUWALA|0342276257|Western|Kalutara|Kalutara|Beruwala
02407|ZAHIRA M.V.|DHARGA TOWN|0342275036|Western|Kalutara|Kalutara|Beruwala
02408|NALEEM HAJIAE COLLEGE|CHINA FORT, BERUWALA|0342276343|Western|Kalutara|Kalutara|Beruwala
02409|AL-FASIYATHUL N.M.B.M.V.|MARADANA,BERUWALA|0342276571|Western|Kalutara|Kalutara|Beruwala
02410|AL-HASSANIYA M.V.|INDIRILIGODA, MAGGONA|0342276318|Western|Kalutara|Kalutara|Beruwala
02411|ZAM REFAI HAJIAR M.V.|MALIGAHENA, BERUWALA|0342277647|Western|Kalutara|Kalutara|Beruwala
02412|KALUTARA MUSLIM M.M.V.|51, MOSQUE ROAD, KALUTARA SOUTH|0342225637|Western|Kalutara|Kalutara|Kalutara
02413|KALUTARA MUSLIM BALIKA M.V.|MOOR STREET, KALUTARA SOUTH|0342221598|Western|Kalutara|Kalutara|Kalutara
02414|I.L.M.SAMSUDEEN VIDYALAYA|BERUWALA|0342298177|Western|Kalutara|Kalutara|Beruwala
02415|VEYANGALLA MU.M.V|VEYANGALLA.AGALAWATTA||Western|Kalutara|Horana|Bulathsinhala
02417|MILLAKANDA T.M.V.|MILLAKANDA, BULATHSINGHALA||Western|Kalutara|Horana|Bulathsinhala
02418|AL-HAMBRA M.V.|DHARGA TOWN|0342270518|Western|Kalutara|Kalutara|Beruwala
02421|HORANA TAMIL M.V.|HORANA|0342266480|Western|Kalutara|Horana|Horana
02425|GIKIYANAKANDE T.V.|NEBODA||Western|Kalutara|Horana|Bulathsinhala
02430|RAIGAMT.V-L.D|INGIRIYA|0342269184|Western|Kalutara|Horana|Horana
02431|AL FAHRIYA M.V|THOTAWATHA, PANADURA|0382298786|Western|Kalutara|Kalutara|Panadura
02432|JEELAN M.V|HENANULLA, PANADURA|0382299275|Western|Kalutara|Kalutara|Panadura
02433|ILMA MUSLIM K.V|AMBALANDUWA, PANADURA|0382287575|Western|Kalutara|Kalutara|Panadura
02434|ALAVIYA MUSLIM M.V|ELUWILA, PANDURA|0382238007|Western|Kalutara|Kalutara|Panadura
02435|HORETHUDUWA MUSLIM K.V|GALLE ROAD,HORENTHUDUWA,KESELWATHA,PANADURA||Western|Kalutara|Kalutara|Panadura
02436|AL-GAZZALY MUSLIM M.M.V|ATULUGAMA , BANDARAGAMA|0382292935|Western|Kalutara|Horana|Bandaragama
02437|NEUCHATEL T V|NEBODA||Western|Kalutara|Horana|Bandaragama
02440|WELIPENNA RAHMANIYA M.V.|WELIPENNA|0342274991|Western|Kalutara|Matugama|Matugama
02441|CULLODEN NAVODYA TAMIL M.V|NEBODA|0342239477|Western|Kalutara|Kalutara|Dodangoda
02445|BHARADI TAMIL M.V|ARAPPALAKANDA TEBUWANA|0343748862|Western|Kalutara|Kalutara|Dodangoda
02449|MALABODA TAMIL .|DODANGODA||Western|Kalutara|Kalutara|Dodangoda
02452|KALAIMAGAL T.V.|MATHUGAMA||Western|Kalutara|Matugama|Matugama
02456|PELENDA MUSLIM K.V.|PELENDA, AGALAWATTA|0342245186|Western|Kalutara|Matugama|Agalawatta I
02459|DELKEITH T.V.|BADURALIYA||Western|Kalutara|Matugama|Agalawatta II
02463|PAYAGALA HINDU V|DODANGODA|0774767576|Western|Kalutara|Kalutara|Dodangoda
02465|HALWATHURA T.V|HALWATHURA,BULATHSINHALA||Western|Kalutara|Horana|Bulathsinhala
02468|E.W. ADIKARAM K.V.|MATUGAMA|0342240330|Western|Kalutara|Matugama|Matugama
03001|ALUDENIYA MAHA VIDYALAYA|ALUDENIYA KANDY|0813822246|Central|Kandy|Katugastota|Hatharaliyadda
03002|IDAMEGAMA M M V|WARALLAGAMA|0812463675|Central|Kandy|Katugastota|Tumpane
03003|UDUWA M V|UDUWA,KANDY||Central|Kandy|Katugastota|Tumpane
03004|GALAGEDARA CENITRAL COLLEGE|GALAGEDARA|0812461486|Central|Kandy|Katugastota|Tumpane
03005|GALABAWA MAHA VIDYALAYA|GALABAWA KAHAPATHWALA|0375771989|Central|Kandy|Katugastota|Tumpane
03006|GIRIHAGAMA MAHA VIDYALAYA|GIRIHAGAMA ,KUMBUREEGAMA||Central|Kandy|Katugastota|Tumpane
03007|DEDUNUPITIYA M V|DEDUNUPITIYA KANDY|0814939260|Central|Kandy|Katugastota|Hatharaliyadda
03008|MINIGAMUWA M V|MINIGAMUWA|0813755887|Central|Kandy|Katugastota|Tumpane
03009|SANGARAJAPURA M.V|SANGARAJAPURA|0713508992|Central|Kandy|Katugastota|Hatharaliyadda
03010|SUJATHA BALIKA NATIONAL SCHOOL|GALAGEDARA|0812460119|Central|Kandy|Katugastota|Tumpane
03011|HATHARALIYADDA C C|HATHARALIYADDA|0812464238|Central|Kandy|Katugastota|Hatharaliyadda
03016|PALENA M V|HATARALIYADDA|0778745413|Central|Kandy|Katugastota|Hatharaliyadda
03018|MEDAGAMA M V|POHOLIYADDA,GALAGEDARA|0812463744|Central|Kandy|Katugastota|Tumpane
03019|MURUDDENIYA M V|SANGARAJAPURA||Central|Kandy|Katugastota|Hatharaliyadda
03020|RANGAMUWA P S|RANGAMUWA,HATAHARALIYADDA|0815787073|Central|Kandy|Katugastota|Hatharaliyadda
03021|WELIVITA SRI SANGARAJA K V|WELIVITA SANGARAJAPURA||Central|Kandy|Katugastota|Hatharaliyadda
03027|KINIGAMA K V|UDUWA,KANDY||Central|Kandy|Katugastota|Tumpane
03028|KOLUGLA K V|KOLUGALA SANGARAJAPURA||Central|Kandy|Katugastota|Hatharaliyadda
03045|PUJAPITIYA CENTRAL COLLEGE|PUJAPITIYA CENTRAL COLLEGE,PUJAPITIYA|0812300795|Central|Kandy|Katugastota|Pujapitiya
03046|ANKUMBURA PARAKRAMA CENTRAL COLLEGE|ANKUMBURA|066224395|Central|Kandy|Katugastota|Pujapitiya
03047|AMBATHANNA PUSHPADANA M V|AMBATHANNA||Central|Kandy|Katugastota|Pujapitiya
03048|ALAWATHUGODA C C|ALAWATHUGODA|0812302603|Central|Kandy|Katugastota|Akurana
03049|DUNUWILA RATHNAPALA MAHA VIDYALAYA|DUNUWILA VIA ,KANDY||Central|Kandy|Katugastota|Akurana
03050|NALANDA CENTRAL COLLEGE|MARATHUGODA PUJAPITIYA|0812031775|Central|Kandy|Katugastota|Pujapitiya
03051|DOLAPIHILLA MAHA VIDDIYALAYA|DOLAPIHILLA ,POOJAPITIYA|0813841043|Central|Kandy|Katugastota|Pujapitiya
03052|VILANA NANDANA M V|VILANAGAMA|0813991956|Central|Kandy|Katugastota|Akurana
03053|UDAGAMA SRI DEVANANDA MV|UDAGAMA,GALHINNA|0815711497|Central|Kandy|Katugastota|Pujapitiya
03054|IHALAMULLA SRI VELUWANA M.V.|IHALAMULLA,ANKUMBURA||Central|Kandy|Katugastota|Pujapitiya
03055|UDAHENA K V|UDAHENA UDAHINGULWALA||Central|Kandy|Katugastota|Pujapitiya
03056|OWISSA K.V.|OWISSA POOJAPITIYA||Central|Kandy|Katugastota|Pujapitiya
03058|KIRIWANAKETIYA J S|RAMBUKEWALA|0718281973|Central|Kandy|Katugastota|Pujapitiya
03059|KITHULGOLLA P.S|KITHULGOLLA ANKUMBURA|0715151283|Central|Kandy|Katugastota|Pujapitiya
03060|SADDANANDA M V|KONAKALAGALA,ALAWATUGODA||Central|Kandy|Katugastota|Akurana
03061|DIPPITIYA SECONDARY SCHOOL|DIPPITIYA ,ALAWATHUGODA|0812000452|Central|Kandy|Katugastota|Akurana
03062|DEEGALA BAUDDHA VIDUHALA|DEEGALA RATHUKOHO DEEGALA|0813843549|Central|Kandy|Katugastota|Akurana
03064|BATUGODA P S|BATUGODA|0725631241|Central|Kandy|Katugastota|Pujapitiya
03065|MADADENIYA K.V|MADADENIYA POOJAPITIYA||Central|Kandy|Katugastota|Pujapitiya
03066|MULLEGAMA K V|AMBATHENNA K V||Central|Kandy|Katugastota|Pujapitiya
03067|RATHKOHODEEGALA K V|RATHUKOHODEEGALA||Central|Kandy|Katugastota|Akurana
03069|SEEVALI K.V|MALDENIYA HARANKAHAWA|0813847160|Central|Kandy|Katugastota|Pujapitiya
03070|WEWALA PARACKKRAMA K V|BOKKAWALA||Central|Kandy|Katugastota|Pujapitiya
03073|GALKANDA K.V.|GALKANDA,GALHINNA||Central|Kandy|Katugastota|Pujapitiya
03075|NUGAWELA CENTRAL COLLEGE|NUGAWELA|0812491374|Central|Kandy|Katugastota|Harispattuwa
03076|DHARMAVIJAYA M V|GOHAGODA KATUGASTHOTA|0812492861|Central|Kandy|Katugastota|Harispattuwa
03077|KANDY ANANDA COLLEGE|GONOGODA MEDAWALA HARISPATTUWA|0813882880|Central|Kandy|Katugastota|Harispattuwa
03079|HARANKAHAWA M V|HARANKAHAWA||Central|Kandy|Katugastota|Pujapitiya
03080|HALLOLUWA N M V|HALLOLUWA|0812492649|Central|Kandy|Katugastota|Harispattuwa
03081|SENARATHGAMA K V|SENAATHGAMA KATUGASTOTA|0815656972|Central|Kandy|Katugastota|Harispattuwa
03083|UDUWAWALA K V|UDUWAWLA KATUGASTHOTA||Central|Kandy|Katugastota|Harispattuwa
03085|KARADUWAWALA JS|KARADUWAWALA,WERELLAGAMA||Central|Kandy|Katugastota|Harispattuwa
03086|PREMARATHANA M V|KULUGAMMANA KANDY|0812491163|Central|Kandy|Katugastota|Harispattuwa
03087|KONDADENIYA K V|KATUGASTHOTA|0718001815|Central|Kandy|Katugastota|Harispattuwa
03091|DORANEGAMA M V|MEDAWALA (HARANKAHAWA)||Central|Kandy|Katugastota|Harispattuwa
03098|MOLAGODA SRI PIYADASSI M V|HARANKAHAWA|0812063770|Central|Kandy|Katugastota|Pujapitiya
03100|SUMANATHISSA K V|YATIHALAGALA ,KANDY|0812059620|Central|Kandy|Katugastota|Harispattuwa
03101|JANARAJA MAHA VIDYALAYA|RANAWANA,KATUGASTOTA||Central|Kandy|Katugastota|Harispattuwa
03107|DORAGAMUWA M.V.|DORAGAMUWA|0815725140|Central|Kandy|Wathegama|Patha Dumbara
03108|RAJASINGHA C.C.|PANWILA|0812472150|Central|Kandy|Wathegama|Panvila
03109|PARANAGAMA M.M.V.|JAMBUGAHAPITIYA||Central|Kandy|Wathegama|Patha Dumbara
03110|MAHAWELI M.V.|NAWAYALATENNA KATUGASTOTA|0812497995|Central|Kandy|Wathegama|Patha Dumbara
03111|WATTEGAMA B.M.V.|WATTEGAMA|0812476206|Central|Kandy|Wathegama|Patha Dumbara
03112|WATTEGAMA.C.C|WATTEGAMA|0812476231|Central|Kandy|Wathegama|Patha Dumbara
03113|KOSGAMA M.V.|KOSGAMA MAHAVIDYALAYA MADULKELLE|0711330544|Central|Kandy|Wathegama|Panvila
03114|YATIRAWANA M.V.|WATTEGAMA|0812476418|Central|Kandy|Wathegama|Patha Dumbara
03115|RATHANAJOTHI M.V.|UDATHALAVINNA|0812493814|Central|Kandy|Wathegama|Patha Dumbara
03116|ARATTANA J.S.|ARATTANA MADULKELLE|0727420103|Central|Kandy|Wathegama|Panvila
03117|GOMARA JANAPADA K.V.|GOMARA JANAPADAYA TWALANTHANNA||Central|Kandy|Wathegama|Panvila
03119|BEDDEGAMA K.V.|THAWALANTHENNA||Central|Kandy|Wathegama|Panvila
03120|MAHAPATHNA J S|MAHAPATHA,MADUYLKELLE|0712727223|Central|Kandy|Wathegama|Panvila
03121|PATHADUMBARA M.V.|WALALA MANIKHINNE|0813837633|Central|Kandy|Wathegama|Patha Dumbara
03122|ALUTHGAMA K.V.|DORAGAMUWA|0812052865|Central|Kandy|Wathegama|Patha Dumbara
03123|UDUGODA K.V.|UDUGODA, WATTEGAMA||Central|Kandy|Wathegama|Panvila
03127|DEWALAGAMMEDDA K.V.|WATTEGAMA||Central|Kandy|Wathegama|Panvila
03128|NAPANA J.S.|MADAWALA||Central|Kandy|Wathegama|Patha Dumbara
03131|MAHASEN M.V|MEGODAGAMA KATUGASTOTA||Central|Kandy|Wathegama|Patha Dumbara
03132|SIDDHARTHA K.V.|MEEGAMAWATTE, WATTEGAMA||Central|Kandy|Wathegama|Patha Dumbara
03133|MEEGAMMANA K.V|MEEGAMMANA,WATTHEGAMA||Central|Kandy|Wathegama|Patha Dumbara
03135|WIMALADHARMA S.S|KALUNTHENNA BOPANA|0718385368|Central|Kandy|Teldeniya|Ududumbara
03136|CHULABHAYA S S|KAHATALIYADDA|0815716000|Central|Kandy|Teldeniya|Ududumbara
03137|NUGETENNA M V|NUGETENNA HUNNASGIRIYA|0815651846|Central|Kandy|Teldeniya|Ududumbara
03138|UDADUMBARA SECONDARY SCHOOL|UDADUMBARA SECONDARY SCHOOL , UDADUMBARA|0812402131|Central|Kandy|Teldeniya|Ududumbara
03139|MADUGALLA M V|MADUGALLA NORTH , MADUGALLA|0718155902|Central|Kandy|Teldeniya|Ududumbara
03141|MEEMURE KAIKAWALA K V|KAIKAWALA MEEMURE|0815660001|Central|Kandy|Teldeniya|Ududumbara
03142|KALUGALOYA J S|KALUGALA UDADUMBARA|0750470117|Central|Kandy|Teldeniya|Ududumbara
03143|DEWAHANDIYA K V|UDADUMBARA||Central|Kandy|Teldeniya|Ududumbara
03144|RAMBUKWELLA K V||0716976549|Central|Kandy|Teldeniya|Ududumbara
03151|BAMBARABEDDA K V|BAMBARABEDDA HUNNASGIRIYA|0729886750|Central|Kandy|Teldeniya|Ududumbara
03158|PILHATHA M.V|MAHAYAYA HASALAKA|0772056312|Central|Kandy|Teldeniya|Minipe
03159|BANDARANAYAKA SECONDARY SCHOOL|UDAWELA BANDARANAYAKA|0725204535|Central|Kandy|Teldeniya|Minipe
03161|MEEGOLLA K V|HIMBUTUWA,BARAWARDANAOYA|0770764708|Central|Kandy|Teldeniya|Minipe
03163|SANGABODHI C C V|MORAYAYA MINIPE|0718371077|Central|Kandy|Teldeniya|Minipe
03167|KEENAPELESSA G S|HASALAKA|0713346965|Central|Kandy|Teldeniya|Minipe
03168|MINIPE JUNIOR SECONDARY SCHOOL|ABAGAHA PELASSA|0713485833|Central|Kandy|Teldeniya|Minipe
03169|RANASINGHE PREMADASA N S|RANASINGHE PREMADASA N S HASALAKA|0552257044|Central|Kandy|Teldeniya|Minipe
03170|ULPATHAGAMA K V|ULPATHAGAMA|0775807593|Central|Kandy|Teldeniya|Minipe
03171|GAMINI DISSANAYAKE MODEL SCHOOL|PALLEWATHTHA HASALAKA|0553590342|Central|Kandy|Teldeniya|Minipe
03172|KOLONGODA CENTRAL COLLAGE|KOLONGODA|0553555758|Central|Kandy|Teldeniya|Minipe
03173|SRI DEWANANDA K V|AMBAGAHAPELESSA|0716008746|Central|Kandy|Teldeniya|Minipe
03175|GALAMUDUNA K V|GALAMUDUNA BATUMULLA|0710805456|Central|Kandy|Teldeniya|Minipe
03176|HANDAGANAWA M V|HANDAGANAWA|0728823965|Central|Kandy|Teldeniya|Minipe
03181|AMUPITIYA N S|AMUPITIYA UDISPATTUWA|0812400300|Central|Kandy|Teldeniya|Medadumbara
03182|CP/TEL/UDISPATTUWA S S|UDISPATTUWA|0813816209|Central|Kandy|Teldeniya|Medadumbara
03183|GAMIMA BANDARANAYAKE M W|THELDENIYA|0774113111|Central|Kandy|Teldeniya|Medadumbara
03184|TELDENIYA NATIONAL SCHOOL|TELDENIYA|0812375096|Central|Kandy|Teldeniya|Medadumbara
03185|DUNHINNA SECONDAAY SCHOOL|DUNHINNA SECONDARY SCHOOL WERAPIIYA|0813839390|Central|Kandy|Teldeniya|Medadumbara
03186|MEDAMAHANUWARA C C|MEDAMAHANUWARA|0812054235|Central|Kandy|Teldeniya|Medadumbara
03187|WARADIWELA M V|WARADIWELA MAKULDENIYA|0718501592|Central|Kandy|Teldeniya|Medadumbara
03188|AMBALA JS|AMBALA,MEDAMAHANUWARA|0725941951|Central|Kandy|Teldeniya|Medadumbara
03189|UDAGAMMEDDA K V|WENDARUWA,TELDENIYA|0716216229|Central|Kandy|Teldeniya|Medadumbara
03190|DARMASHOKA K V|TELDENIYAGAMA DIGANA RAJAWELLA|0725896055|Central|Kandy|Teldeniya|Medadumbara
03192|CP/TEL/KARALLIYADDA JUNIOR SCHOOL|KARALLIYADDA,TELDENIYA|0729110839|Central|Kandy|Teldeniya|Medadumbara
03193|GALABADAWATTA K V|GALABADAWATTA|0815660201|Central|Kandy|Teldeniya|Medadumbara
03195|DUNUWILA MAHABODHI M V|SANDASIRI  DUNUWILA  MEDAMAHANUWARA|0716747115|Central|Kandy|Teldeniya|Medadumbara
03200|WEGALA K V|WEGALA MADAMAHANUWARA|0729886576|Central|Kandy|Teldeniya|Medadumbara
03201|CP/TEL/SENARATHWELA M V|SENARATHWELA, RAJAWELLA|0728652281|Central|Kandy|Teldeniya|Medadumbara
03214|A.RATHNAYAKE C.C.|WALALA,MENIKHINNA|0812476410|Central|Kandy|Wathegama|Kundasale
03215|THENNAKOON WIMALANANDA M.V.|GUNNEPANA||Central|Kandy|Wathegama|Kundasale
03216|UDAGAMA M.V.|UDAGAMA MENIKHINNA|0815714996|Central|Kandy|Wathegama|Kundasale
03217|S.W.R.D.BANDARANAYAKE N.S.|KUNDASALE|0815634838|Central|Kandy|Wathegama|Kundasale
03218|KENGALLA M.V.|KENGALLA|0812376640|Central|Kandy|Wathegama|Kundasale
03219|WIMALARATHNA KUMARAGAMA M.V.|NARAMPANAWA||Central|Kandy|Wathegama|Kundasale
03220|PILAWALA M.V.|PILAWALA KANDY|0815678880|Central|Kandy|Wathegama|Kundasale
03221|MAHAWATTA M.V.|KUNDASALE|0812063932|Central|Kandy|Wathegama|Kundasale
03222|MENIKHINNA M.V.|MENIKHINNA|0812060085|Central|Kandy|Wathegama|Kundasale
03223|LUNUKATIYAMADITHTHA M.V.|LUNUKATIYAMADITHTHA|0812063119|Central|Kandy|Wathegama|Kundasale
03224|SIRIMALWATTA M.V.|SIRIMALWATTA GUNNEPANA|0813841314|Central|Kandy|Wathegama|Kundasale
03225|ATHARAGALLA K.V.|MALPANA KENGALLA|0815716972|Central|Kandy|Wathegama|Kundasale
03226|ARANGALA J.S.|ARANGALA NATHTHARAMPOTHA|0714426003|Central|Kandy|Wathegama|Kundasale
03229|C.W.W. KANNANGARAM.V,|GOMAGODA RAJAWELLA||Central|Kandy|Wathegama|Kundasale
03230|DHARMALOKA M V|DAMBARAWA, MENIKHINNA||Central|Kandy|Wathegama|Kundasale
03231|POLGOLLAWATHTHA K.V.|POLGOLLA||Central|Kandy|Wathegama|Kundasale
03232|LIYANGASWAGURA K. V|PANVILA||Central|Kandy|Wathegama|Kundasale
03233|WAVINNA K.V.|WAVINNA,WATTEGAMA|0812054355|Central|Kandy|Wathegama|Kundasale
03234|HUREEKADUWA C G|MANIKHINNA|0718395426|Central|Kandy|Wathegama|Kundasale
03238|GONAWALA J.S.|RAJAWELLA|0812374801|Central|Kandy|Wathegama|Kundasale
03239|DUNUHAPPAWA.K.V|DUNUHAPPAWA PANWILA|0815730048|Central|Kandy|Wathegama|Kundasale
03242|RAJAWELLA J.S.|RAJAWELLA||Central|Kandy|Wathegama|Kundasale
03244|TELDENIYA MUS.V.|BALAGOLLA KENGELLA|0716173141|Central|Kandy|Wathegama|Kundasale
03245|UDISPATHUWA M V|UDISPATHUWA|0725855009|Central|Kandy|Teldeniya|Medadumbara
03246|URUGALA T V|MEDAMAHANUWARA|0777745887|Central|Kandy|Teldeniya|Medadumbara
03247|MAHABERIYATAENNA T M V|SENARATHWELA RAJAWELLA|0777966168|Central|Kandy|Teldeniya|Medadumbara
03248|NAMAGAL T V|WAITHALAWA MEDAMAHANUWARA|0717140408|Central|Kandy|Teldeniya|Medadumbara
03250|RANGALA T M V|RANGALA|0779058914|Central|Kandy|Teldeniya|Medadumbara
03252|NAWALAR T V|BOPITIYA RANGALA|0779627397|Central|Kandy|Teldeniya|Medadumbara
03253|VIBULANANDA T V|RANGALA|0722751210|Central|Kandy|Teldeniya|Medadumbara
03255|SIVANESHWARA M V|HUNNASGIRIYA|0775858911|Central|Kandy|Teldeniya|Ududumbara
03256|RAJAWELLA H.N.C.|DIGANA RAJAWELLA|0812375702|Central|Kandy|Wathegama|Kundasale
03257|ALHIKMA M.V.|KUMBUKKANDURA,RAJAWELLA|0812376306|Central|Kandy|Wathegama|Kundasale
03258|VIGNESWARA T..M.V.|PANWILA|0779616369|Central|Kandy|Wathegama|Kundasale
03259|VIVEKANANDA T.V.|KUNDASALE|0812422061|Central|Kandy|Wathegama|Kundasale
03260|KENGALLA T,V.|KENGALLA||Central|Kandy|Wathegama|Kundasale
03261|VANI T.V.|KUNDASALE||Central|Kandy|Wathegama|Kundasale
03262|AMBAL T.V.|AMBAKOTTE KENGALLA|0716368229|Central|Kandy|Wathegama|Kundasale
03263|MADINA N.S.|K/MADINA NATIONAL SCHOOL, MADAWALA BAZAAR|0812476393|Central|Kandy|Wathegama|Patha Dumbara
03264|JAMIUL AZHAR MUS.V.|UDATHALAWINNA MADIGAE,UDATHALAWINNA.||Central|Kandy|Wathegama|Patha Dumbara
